date,province,case_cumulative,death_cumulative
2020-05-30,Sumatera Selatan,963,31
2020-05-30,Sumatera Barat,552,25
2020-05-30,Sulawesi Utara,322,35
2020-05-30,Sumatera Utara,406,41
2020-05-30,Sulawesi Tenggara,241,4
2020-05-30,Sulawesi Selatan,1510,72
2020-05-30,Sulawesi Tengah,126,4
2020-05-30,Lampung,132,10
2020-05-30,Riau,117,6
2020-05-30,Maluku Utara,146,7
2020-05-30,Maluku,215,8
2020-05-30,Papua Barat,162,2
2020-05-30,Papua,658,6
2020-05-30,Sulawesi Barat,88,2
2020-05-30,Nusa Tenggara Timur,91,1
2020-05-30,Gorontalo,69,3
2020-05-30,Lain,21,0
2020-05-31,Aceh,20,1
2020-05-31,Bali,465,4
2020-05-31,Banten,861,69
2020-05-31,Kepulauan Bangka Belitung,46,1
2020-05-31,Bengkulu,91,2
2020-05-31,Daerah Istimewa Yogyakarta,236,8
2020-05-31,DKI Jakarta,7348,517
2020-05-31,Jambi,97,0
2020-05-31,Jawa Barat,2260,144
2020-05-31,Jawa Tengah,1403,70
2020-05-31,Jawa Timur,4857,396
2020-05-31,Kalimantan Barat,189,4
2020-05-31,Kalimantan Timur,295,3
2020-05-31,Kalimantan Tengah,410,19
2020-05-31,Kalimantan Selatan,919,80
2020-05-31,Kalimantan Utara,165,2
2020-05-31,Kepulauan Riau,197,15
2020-05-31,Nusa Tenggara Barat,636,10
2020-05-31,Sumatera Selatan,982,34
2020-05-31,Sumatera Barat,567,25
2020-05-31,Sulawesi Utara,339,37
2020-05-31,Sumatera Utara,409,41
2020-05-31,Sulawesi Tenggara,244,4
2020-05-31,Sulawesi Selatan,1541,74
2020-05-31,Sulawesi Tengah,128,4
2020-05-31,Lampung,133,10
2020-05-31,Riau,117,6
2020-05-31,Maluku Utara,153,11
2020-05-31,Maluku,223,8
2020-05-31,Papua Barat,168,2
2020-05-31,Papua,675,6
2020-05-31,Sulawesi Barat,92,2
2020-05-31,Nusa Tenggara Timur,92,1
2020-05-31,Gorontalo,94,3
2020-05-31,Lain,21,0
2020-06-01,Aceh,20,1
2020-06-01,Bali,482,5
2020-06-01,Banten,867,69
2020-06-01,Kepulauan Bangka Belitung,46,1
2020-06-01,Bengkulu,91,2
2020-06-01,Daerah Istimewa Yogyakarta,237,8
2020-06-01,DKI Jakarta,7485,518
2020-06-01,Jambi,97,0
2020-06-01,Jawa Barat,2294,144
2020-06-01,Jawa Tengah,1417,70
2020-06-01,Jawa Timur,4922,412
2020-06-01,Kalimantan Barat,196,4
2020-06-01,Kalimantan Timur,297,3
2020-06-01,Kalimantan Tengah,419,19
2020-06-01,Kalimantan Selatan,948,86
2020-06-01,Kalimantan Utara,165,2
2020-06-01,Kepulauan Riau,197,15
2020-06-01,Nusa Tenggara Barat,652,10
2020-06-01,Sumatera Selatan,995,34
2020-06-01,Sumatera Barat,567,25
2020-06-01,Sulawesi Utara,339,37
2020-06-01,Sumatera Utara,417,41
2020-06-01,Sulawesi Tenggara,244,4
2020-06-01,Sulawesi Selatan,1586,75
2020-06-01,Sulawesi Tengah,128,4
2020-06-01,Lampung,135,10
2020-06-01,Riau,117,6
2020-06-01,Maluku Utara,160,14
2020-06-01,Maluku,223,8
2020-06-01,Papua Barat,168,2
2020-06-01,Papua,725,6
2020-06-01,Sulawesi Barat,92,2
2020-06-01,Nusa Tenggara Timur,97,1
2020-06-01,Gorontalo,94,3
2020-06-01,Lain,21,0
2020-06-02,Aceh,20,1
2020-06-02,Bali,487,5
2020-06-02,Banten,883,69
2020-06-02,Kepulauan Bangka Belitung,50,1
2020-06-02,Bengkulu,92,2
2020-06-02,Daerah Istimewa Yogyakarta,237,8
2020-06-02,DKI Jakarta,7541,518
2020-06-02,Jambi,97,0
2020-06-02,Jawa Barat,2314,151
2020-06-02,Jawa Tengah,1432,70
2020-06-02,Jawa Timur,5135,418
2020-06-02,Kalimantan Barat,196,4
2020-06-02,Kalimantan Timur,298,3
2020-06-02,Kalimantan Tengah,428,20
2020-06-02,Kalimantan Selatan,969,87
2020-06-02,Kalimantan Utara,165,2
2020-06-02,Kepulauan Riau,209,15
2020-06-02,Nusa Tenggara Barat,670,12
2020-06-02,Sumatera Selatan,1019,34
2020-06-02,Sumatera Barat,574,25
2020-06-02,Sulawesi Utara,354,37
2020-06-02,Sumatera Utara,418,41
2020-06-02,Sulawesi Tenggara,244,4
2020-06-02,Sulawesi Selatan,1630,75
2020-06-02,Sulawesi Tengah,128,4
2020-06-02,Lampung,136,10
2020-06-02,Riau,117,6
2020-06-02,Maluku Utara,174,15
2020-06-02,Maluku,223,8
2020-06-02,Papua Barat,172,2
2020-06-02,Papua,819,7
2020-06-02,Sulawesi Barat,92,2
2020-06-02,Nusa Tenggara Timur,97,1
2020-06-02,Gorontalo,108,6
2020-06-02,Lain,21,0
2020-06-03,Aceh,20,1
2020-06-03,Bali,490,5
2020-06-03,Banten,954,69
2020-06-03,Kepulauan Bangka Belitung,62,1
2020-06-03,Bengkulu,92,2
2020-06-03,Daerah Istimewa Yogyakarta,237,8
2020-06-03,DKI Jakarta,7623,523
2020-06-03,Jambi,97,0
2020-06-03,Jawa Barat,2319,154
2020-06-03,Jawa Tengah,1455,71
2020-06-03,Jawa Timur,5318,429
2020-06-03,Kalimantan Barat,202,4
2020-06-03,Kalimantan Timur,310,3
2020-06-03,Kalimantan Tengah,456,24
2020-06-03,Kalimantan Selatan,1033,90
2020-06-03,Kalimantan Utara,165,2
2020-06-03,Kepulauan Riau,209,15
2020-06-03,Nusa Tenggara Barat,685,13
2020-06-03,Sumatera Selatan,1029,35
2020-06-03,Sumatera Barat,583,25
2020-06-03,Sulawesi Utara,377,40
2020-06-03,Sumatera Utara,444,42
2020-06-03,Sulawesi Tenggara,251,4
2020-06-03,Sulawesi Selatan,1668,75
2020-06-03,Sulawesi Tengah,129,4
2020-06-03,Lampung,136,11
2020-06-03,Riau,117,6
2020-06-03,Maluku Utara,176,16
2020-06-03,Maluku,238,8
2020-06-03,Papua Barat,172,2
2020-06-03,Papua,858,7
2020-06-03,Sulawesi Barat,92,2
2020-06-03,Nusa Tenggara Timur,97,1
2020-06-03,Gorontalo,118,6
2020-06-03,Lain,21,0
2020-06-04,Aceh,20,1
2020-06-04,Bali,510,5
2020-06-04,Banten,965,69
2020-06-04,Kepulauan Bangka Belitung,72,1
2020-06-04,Bengkulu,92,2
2020-06-04,Daerah Istimewa Yogyakarta,237,8
2020-06-04,DKI Jakarta,7690,523
2020-06-04,Jambi,99,0
2020-06-04,Jawa Barat,2354,155
2020-06-04,Jawa Tengah,1479,71
2020-06-04,Jawa Timur,5408,437
2020-06-04,Kalimantan Barat,202,4
2020-06-04,Kalimantan Timur,316,3
2020-06-04,Kalimantan Tengah,469,24
2020-06-04,Kalimantan Selatan,1142,93
2020-06-04,Kalimantan Utara,165,2
2020-06-04,Kepulauan Riau,219,15
2020-06-04,Nusa Tenggara Barat,705,17
2020-06-04,Sumatera Selatan,1056,35
2020-06-04,Sumatera Barat,594,25
2020-06-04,Sulawesi Utara,382,40
2020-06-04,Sumatera Utara,488,43
2020-06-04,Sulawesi Tenggara,252,4
2020-06-04,Sulawesi Selatan,1722,79
2020-06-04,Sulawesi Tengah,129,4
2020-06-04,Lampung,140,11
2020-06-04,Riau,117,6
2020-06-04,Maluku Utara,177,18
2020-06-04,Maluku,238,8
2020-06-04,Papua Barat,173,2
2020-06-04,Papua,875,7
2020-06-04,Sulawesi Barat,92,2
2020-06-04,Nusa Tenggara Timur,97,1
2020-06-04,Gorontalo,121,6
2020-06-04,Lain,21,0
2020-06-05,Aceh,20,1
2020-06-05,Bali,524,5
2020-06-05,Banten,989,70
2020-06-05,Kepulauan Bangka Belitung,81,1
2020-06-05,Bengkulu,92,3
2020-06-05,Daerah Istimewa Yogyakarta,238,8
2020-06-05,DKI Jakarta,7766,524
2020-06-05,Jambi,101,0
2020-06-05,Jawa Barat,2366,158
2020-06-05,Jawa Tengah,1537,76
2020-06-05,Jawa Timur,5549,446
2020-06-05,Kalimantan Barat,205,4
2020-06-05,Kalimantan Timur,317,3
2020-06-05,Kalimantan Tengah,484,26
2020-06-05,Kalimantan Selatan,1213,93
2020-06-05,Kalimantan Utara,167,2
2020-06-05,Kepulauan Riau,223,15
2020-06-05,Nusa Tenggara Barat,757,20
2020-06-05,Sumatera Selatan,1074,38
2020-06-05,Sumatera Barat,607,27
2020-06-05,Sulawesi Utara,391,40
2020-06-05,Sumatera Utara,537,46
2020-06-05,Sulawesi Tenggara,257,5
2020-06-05,Sulawesi Selatan,1776,93
2020-06-05,Sulawesi Tengah,136,4
2020-06-05,Lampung,141,11
2020-06-05,Riau,117,6
2020-06-05,Maluku Utara,178,19
2020-06-05,Maluku,254,8
2020-06-05,Papua Barat,175,2
2020-06-05,Papua,918,7
2020-06-05,Sulawesi Barat,92,2
2020-06-05,Nusa Tenggara Timur,97,1
2020-06-05,Gorontalo,121,6
2020-06-05,Lain,21,0
2020-06-06,Aceh,20,1
2020-06-06,Bali,557,5
2020-06-06,Banten,1025,71
2020-06-06,Kepulauan Bangka Belitung,98,1
2020-06-06,Bengkulu,92,4
2020-06-06,Daerah Istimewa Yogyakarta,242,8
2020-06-06,DKI Jakarta,7870,524
2020-06-06,Jambi,103,0
2020-06-06,Jawa Barat,2376,158
2020-06-06,Jawa Tengah,1564,76
2020-06-06,Jawa Timur,5835,463
2020-06-06,Kalimantan Barat,210,4
2020-06-06,Kalimantan Timur,327,3
2020-06-06,Kalimantan Tengah,496,26
2020-06-06,Kalimantan Selatan,1247,96
2020-06-06,Kalimantan Utara,168,2
2020-06-06,Kepulauan Riau,227,15
2020-06-06,Nusa Tenggara Barat,798,21
2020-06-06,Sumatera Selatan,1104,42
2020-06-06,Sumatera Barat,618,27
2020-06-06,Sulawesi Utara,470,43
2020-06-06,Sumatera Utara,605,46
2020-06-06,Sulawesi Tenggara,257,5
2020-06-06,Sulawesi Selatan,1840,94
2020-06-06,Sulawesi Tengah,139,4
2020-06-06,Lampung,143,11
2020-06-06,Riau,118,6
2020-06-06,Maluku Utara,185,19
2020-06-06,Maluku,261,8
2020-06-06,Papua Barat,178,2
2020-06-06,Papua,1005,7
2020-06-06,Sulawesi Barat,92,2
2020-06-06,Nusa Tenggara Timur,97,1
2020-06-06,Gorontalo,126,6
2020-06-06,Lain,21,0
2020-06-07,Aceh,20,1
2020-06-07,Bali,582,5
2020-06-07,Banten,1035,71
2020-06-07,Kepulauan Bangka Belitung,102,1
2020-06-07,Bengkulu,92,4
2020-06-07,Daerah Istimewa Yogyakarta,244,8
2020-06-07,DKI Jakarta,8033,529
2020-06-07,Jambi,103,0
2020-06-07,Jawa Barat,2404,158
2020-06-07,Jawa Tengah,1615,98
2020-06-07,Jawa Timur,5948,483
2020-06-07,Kalimantan Barat,210,4
2020-06-07,Kalimantan Timur,329,3
2020-06-07,Kalimantan Tengah,496,26
2020-06-07,Kalimantan Selatan,1285,97
2020-06-07,Kalimantan Utara,169,2
2020-06-07,Kepulauan Riau,228,15
2020-06-07,Nusa Tenggara Barat,808,21
2020-06-07,Sumatera Selatan,1129,42
2020-06-07,Sumatera Barat,626,27
2020-06-07,Sulawesi Utara,495,45
2020-06-07,Sumatera Utara,605,46
2020-06-07,Sulawesi Tenggara,259,5
2020-06-07,Sulawesi Selatan,1904,94
2020-06-07,Sulawesi Tengah,159,4
2020-06-07,Lampung,144,11
2020-06-07,Riau,118,6
2020-06-07,Maluku Utara,186,19
2020-06-07,Maluku,269,8
2020-06-07,Papua Barat,179,2
2020-06-07,Papua,1064,7
2020-06-07,Sulawesi Barat,94,2
2020-06-07,Nusa Tenggara Timur,97,1
2020-06-07,Gorontalo,134,6
2020-06-07,Lain,21,0
2020-06-08,Aceh,20,1
2020-06-08,Bali,594,5
2020-06-08,Banten,1047,71
2020-06-08,Kepulauan Bangka Belitung,102,1
2020-06-08,Bengkulu,92,4
2020-06-08,Daerah Istimewa Yogyakarta,247,8
2020-06-08,DKI Jakarta,8121,529
2020-06-08,Jambi,103,0
2020-06-08,Jawa Barat,2424,161
2020-06-08,Jawa Tengah,1642,98
2020-06-08,Jawa Timur,6313,502
2020-06-08,Kalimantan Barat,210,4
2020-06-08,Kalimantan Timur,338,3
2020-06-08,Kalimantan Tengah,504,28
2020-06-08,Kalimantan Selatan,1347,100
2020-06-08,Kalimantan Utara,169,2
2020-06-08,Kepulauan Riau,228,15
2020-06-08,Nusa Tenggara Barat,822,22
2020-06-08,Sumatera Selatan,1158,42
2020-06-08,Sumatera Barat,626,27
2020-06-08,Sulawesi Utara,510,47
2020-06-08,Sumatera Utara,607,48
2020-06-08,Sulawesi Tenggara,259,5
2020-06-08,Sulawesi Selatan,2014,94
2020-06-08,Sulawesi Tengah,159,4
2020-06-08,Lampung,145,11
2020-06-08,Riau,118,6
2020-06-08,Maluku Utara,186,19
2020-06-08,Maluku,307,8
2020-06-08,Papua Barat,179,2
2020-06-08,Papua,1090,7
2020-06-08,Sulawesi Barat,94,2
2020-06-08,Nusa Tenggara Timur,103,1
2020-06-08,Gorontalo,134,6
2020-06-08,Lain,21,0
2020-06-09,Aceh,20,1
2020-06-09,Bali,608,5
2020-06-09,Banten,1061,72
2020-06-09,Kepulauan Bangka Belitung,121,1
2020-06-09,Bengkulu,92,4
2020-06-09,Daerah Istimewa Yogyakarta,249,8
2020-06-09,DKI Jakarta,8355,533
2020-06-09,Jambi,103,0
2020-06-09,Jawa Barat,2448,161
2020-06-09,Jawa Tengah,1674,103
2020-06-09,Jawa Timur,6533,514
2020-06-09,Kalimantan Barat,234,4
2020-06-09,Kalimantan Timur,351,3
2020-06-09,Kalimantan Tengah,522,28
2020-06-09,Kalimantan Selatan,1438,104
2020-06-09,Kalimantan Utara,170,2
2020-06-09,Kepulauan Riau,228,16
2020-06-09,Nusa Tenggara Barat,830,25
2020-06-09,Sumatera Selatan,1188,42
2020-06-09,Sumatera Barat,645,29
2020-06-09,Sulawesi Utara,551,47
2020-06-09,Sumatera Utara,618,52
2020-06-09,Sulawesi Tenggara,263,5
2020-06-09,Sulawesi Selatan,2194,97
2020-06-09,Sulawesi Tengah,159,4
2020-06-09,Lampung,148,11
2020-06-09,Riau,120,6
2020-06-09,Maluku Utara,190,19
2020-06-09,Maluku,315,8
2020-06-09,Papua Barat,183,2
2020-06-09,Papua,1108,7
2020-06-09,Sulawesi Barat,94,2
2020-06-09,Nusa Tenggara Timur,103,1
2020-06-09,Gorontalo,139,7
2020-06-09,Lain,21,0
2020-06-10,Aceh,22,1
2020-06-10,Bali,640,5
2020-06-10,Banten,1096,73
2020-06-10,Kepulauan Bangka Belitung,123,1
2020-06-10,Bengkulu,92,4
2020-06-10,Daerah Istimewa Yogyakarta,250,8
2020-06-10,DKI Jakarta,8503,535
2020-06-10,Jambi,105,0
2020-06-10,Jawa Barat,2506,161
2020-06-10,Jawa Tengah,1813,103
2020-06-10,Jawa Timur,6806,530
2020-06-10,Kalimantan Barat,245,4
2020-06-10,Kalimantan Timur,362,3
2020-06-10,Kalimantan Tengah,537,29
2020-06-10,Kalimantan Selatan,1565,108
2020-06-10,Kalimantan Utara,170,2
2020-06-10,Kepulauan Riau,228,16
2020-06-10,Nusa Tenggara Barat,857,28
2020-06-10,Sumatera Selatan,1229,46
2020-06-10,Sumatera Barat,659,29
2020-06-10,Sulawesi Utara,546,50
2020-06-10,Sumatera Utara,635,53
2020-06-10,Sulawesi Tenggara,266,5
2020-06-10,Sulawesi Selatan,2383,98
2020-06-10,Sulawesi Tengah,159,4
2020-06-10,Lampung,150,11
2020-06-10,Riau,120,6
2020-06-10,Maluku Utara,227,19
2020-06-10,Maluku,328,8
2020-06-10,Papua Barat,191,2
2020-06-10,Papua,1137,7
2020-06-10,Sulawesi Barat,95,2
2020-06-10,Nusa Tenggara Timur,105,1
2020-06-10,Gorontalo,145,7
2020-06-10,Lain,21,0
2020-06-11,Aceh,22,1
2020-06-11,Bali,659,5
2020-06-11,Banten,1121,75
2020-06-11,Kepulauan Bangka Belitung,126,1
2020-06-11,Bengkulu,92,4
2020-06-11,Daerah Istimewa Yogyakarta,252,8
2020-06-11,DKI Jakarta,8650,537
2020-06-11,Jambi,105,0
2020-06-11,Jawa Barat,2551,161
2020-06-11,Jawa Tengah,1832,103
2020-06-11,Jawa Timur,7103,553
2020-06-11,Kalimantan Barat,245,4
2020-06-11,Kalimantan Timur,365,3
2020-06-11,Kalimantan Tengah,552,29
2020-06-11,Kalimantan Selatan,1634,112
2020-06-11,Kalimantan Utara,170,2
2020-06-11,Kepulauan Riau,238,16
2020-06-11,Nusa Tenggara Barat,868,31
2020-06-11,Sumatera Selatan,1271,46
2020-06-11,Sumatera Barat,661,29
2020-06-11,Sulawesi Utara,579,52
2020-06-11,Sumatera Utara,680,56
2020-06-11,Sulawesi Tenggara,272,5
2020-06-11,Sulawesi Selatan,2524,98
2020-06-11,Sulawesi Tengah,159,4
2020-06-11,Lampung,152,11
2020-06-11,Riau,120,6
2020-06-11,Maluku Utara,263,20
2020-06-11,Maluku,328,9
2020-06-11,Papua Barat,195,2
2020-06-11,Papua,1156,7
2020-06-11,Sulawesi Barat,96,2
2020-06-11,Nusa Tenggara Timur,105,1
2020-06-11,Gorontalo,149,7
2020-06-11,Lain,0,0
2020-06-12,Aceh,22,1
2020-06-12,Bali,695,5
2020-06-12,Banten,1157,76
2020-06-12,Kepulauan Bangka Belitung,132,1
2020-06-12,Bengkulu,95,4
2020-06-12,Daerah Istimewa Yogyakarta,262,8
2020-06-12,DKI Jakarta,8740,540
2020-06-12,Jambi,106,0
2020-06-12,Jawa Barat,2572,161
2020-06-12,Jawa Tengah,1876,103
2020-06-12,Jawa Timur,7421,575
2020-06-12,Kalimantan Barat,267,4
2020-06-12,Kalimantan Timur,373,4
2020-06-12,Kalimantan Tengah,565,29
2020-06-12,Kalimantan Selatan,1694,116
2020-06-12,Kalimantan Utara,170,2
2020-06-12,Kepulauan Riau,238,16
2020-06-12,Nusa Tenggara Barat,891,31
2020-06-12,Sumatera Selatan,1304,47
2020-06-12,Sumatera Barat,671,29
2020-06-12,Sulawesi Utara,644,52
2020-06-12,Sumatera Utara,768,57
2020-06-12,Sulawesi Tenggara,277,5
2020-06-12,Sulawesi Selatan,2582,110
2020-06-12,Sulawesi Tengah,159,4
2020-06-12,Lampung,153,11
2020-06-12,Riau,120,6
2020-06-12,Maluku Utara,285,22
2020-06-12,Maluku,387,10
2020-06-12,Papua Barat,200,2
2020-06-12,Papua,1197,7
2020-06-12,Sulawesi Barat,97,2
2020-06-12,Nusa Tenggara Timur,105,1
2020-06-12,Gorontalo,181,7
2020-06-12,Lain,0,0
2020-06-13,Aceh,22,1
2020-06-13,Bali,723,6
2020-06-13,Banten,1231,79
2020-06-13,Kepulauan Bangka Belitung,136,1
2020-06-13,Bengkulu,98,5
2020-06-13,Daerah Istimewa Yogyakarta,264,8
2020-06-13,DKI Jakarta,8861,548
2020-06-13,Jambi,108,0
2020-06-13,Jawa Barat,2587,161
2020-06-13,Jawa Tengah,1946,103
2020-06-13,Jawa Timur,7597,589
2020-06-13,Kalimantan Barat,267,4
2020-06-13,Kalimantan Timur,376,4
2020-06-13,Kalimantan Tengah,586,30
2020-06-13,Kalimantan Selatan,1817,120
2020-06-13,Kalimantan Utara,170,2
2020-06-13,Kepulauan Riau,239,16
2020-06-13,Nusa Tenggara Barat,904,33
2020-06-13,Sumatera Selatan,1326,48
2020-06-13,Sumatera Barat,674,29
2020-06-13,Sulawesi Utara,651,56
2020-06-13,Sumatera Utara,862,59
2020-06-13,Sulawesi Tenggara,279,5
2020-06-13,Sulawesi Selatan,2707,110
2020-06-13,Sulawesi Tengah,168,4
2020-06-13,Lampung,165,11
2020-06-13,Riau,125,6
2020-06-13,Maluku Utara,302,22
2020-06-13,Maluku,400,10
2020-06-13,Papua Barat,205,3
2020-06-13,Papua,1237,7
2020-06-13,Sulawesi Barat,97,2
2020-06-13,Nusa Tenggara Timur,105,1
2020-06-13,Gorontalo,185,8
2020-06-13,Lain,0,0
2020-06-14,Aceh,27,1
2020-06-14,Bali,741,6
2020-06-14,Banten,1240,79
2020-06-14,Kepulauan Bangka Belitung,144,1
2020-06-14,Bengkulu,101,6
2020-06-14,Daerah Istimewa Yogyakarta,269,8
2020-06-14,DKI Jakarta,8978,555
2020-06-14,Jambi,108,0
2020-06-14,Jawa Barat,2604,161
2020-06-14,Jawa Tengah,2059,104
2020-06-14,Jawa Timur,7793,600
2020-06-14,Kalimantan Barat,268,4
2020-06-14,Kalimantan Timur,378,4
2020-06-14,Kalimantan Tengah,586,33
2020-06-14,Kalimantan Selatan,1887,125
2020-06-14,Kalimantan Utara,170,2
2020-06-14,Kepulauan Riau,239,16
2020-06-14,Nusa Tenggara Barat,915,33
2020-06-14,Sumatera Selatan,1396,55
2020-06-14,Sumatera Barat,681,30
2020-06-14,Sulawesi Utara,658,56
2020-06-14,Sumatera Utara,872,59
2020-06-14,Sulawesi Tenggara,283,5
2020-06-14,Sulawesi Selatan,2840,116
2020-06-14,Sulawesi Tengah,170,4
2020-06-14,Lampung,166,12
2020-06-14,Riau,125,6
2020-06-14,Maluku Utara,310,22
2020-06-14,Maluku,421,10
2020-06-14,Papua Barat,208,3
2020-06-14,Papua,1249,7
2020-06-14,Sulawesi Barat,98,2
2020-06-14,Nusa Tenggara Timur,108,1
2020-06-14,Gorontalo,185,8
2020-06-14,Lain,0,0
2020-06-15,Aceh,27,1
2020-06-15,Bali,760,6
2020-06-15,Banten,1243,79
2020-06-15,Kepulauan Bangka Belitung,144,2
2020-06-15,Bengkulu,101,6
2020-06-15,Daerah Istimewa Yogyakarta,272,8
2020-06-15,DKI Jakarta,9120,557
2020-06-15,Jambi,108,0
2020-06-15,Jawa Barat,2623,162
2020-06-15,Jawa Tengah,2175,121
2020-06-15,Jawa Timur,8063,616
2020-06-15,Kalimantan Barat,268,4
2020-06-15,Kalimantan Timur,382,4
2020-06-15,Kalimantan Tengah,631,37
2020-06-15,Kalimantan Selatan,1953,131
2020-06-15,Kalimantan Utara,170,2
2020-06-15,Kepulauan Riau,254,16
2020-06-15,Nusa Tenggara Barat,937,35
2020-06-15,Sumatera Selatan,1448,57
2020-06-15,Sumatera Barat,681,30
2020-06-15,Sulawesi Utara,676,56
2020-06-15,Sumatera Utara,932,64
2020-06-15,Sulawesi Tenggara,286,5
2020-06-15,Sulawesi Selatan,2941,123
2020-06-15,Sulawesi Tengah,171,4
2020-06-15,Lampung,166,12
2020-06-15,Riau,126,6
2020-06-15,Maluku Utara,312,22
2020-06-15,Maluku,452,11
2020-06-15,Papua Barat,209,3
2020-06-15,Papua,1249,7
2020-06-15,Sulawesi Barat,98,2
2020-06-15,Nusa Tenggara Timur,108,1
2020-06-15,Gorontalo,208,8
2020-06-15,Lain,0,0
2020-06-16,Aceh,27,1
2020-06-16,Bali,782,6
2020-06-16,Banten,1277,79
2020-06-16,Kepulauan Bangka Belitung,145,3
2020-06-16,Bengkulu,104,6
2020-06-16,Daerah Istimewa Yogyakarta,273,8
2020-06-16,DKI Jakarta,9222,557
2020-06-16,Jambi,108,0
2020-06-16,Jawa Barat,2662,162
2020-06-16,Jawa Tengah,2231,121
2020-06-16,Jawa Timur,8308,637
2020-06-16,Kalimantan Barat,270,4
2020-06-16,Kalimantan Timur,392,4
2020-06-16,Kalimantan Tengah,657,37
2020-06-16,Kalimantan Selatan,2122,135
2020-06-16,Kalimantan Utara,171,2
2020-06-16,Kepulauan Riau,254,16
2020-06-16,Nusa Tenggara Barat,957,35
2020-06-16,Sumatera Selatan,1498,57
2020-06-16,Sumatera Barat,687,30
2020-06-16,Sulawesi Utara,701,59
2020-06-16,Sumatera Utara,957,66
2020-06-16,Sulawesi Tenggara,291,5
2020-06-16,Sulawesi Selatan,3116,123
2020-06-16,Sulawesi Tengah,172,4
2020-06-16,Lampung,166,12
2020-06-16,Riau,126,6
2020-06-16,Maluku Utara,315,22
2020-06-16,Maluku,496,13
2020-06-16,Papua Barat,212,3
2020-06-16,Papua,1281,7
2020-06-16,Sulawesi Barat,98,2
2020-06-16,Nusa Tenggara Timur,108,1
2020-06-16,Gorontalo,214,8
2020-06-16,Lain,0,0
2020-06-17,Aceh,37,2
2020-06-17,Bali,829,6
2020-06-17,Banten,1309,79
2020-06-17,Kepulauan Bangka Belitung,147,2
2020-06-17,Bengkulu,105,6
2020-06-17,Daerah Istimewa Yogyakarta,276,8
2020-06-17,DKI Jakarta,9349,563
2020-06-17,Jambi,109,0
2020-06-17,Jawa Barat,2703,169
2020-06-17,Jawa Tengah,2346,121
2020-06-17,Jawa Timur,8533,651
2020-06-17,Kalimantan Barat,282,4
2020-06-17,Kalimantan Timur,397,4
2020-06-17,Kalimantan Tengah,702,38
2020-06-17,Kalimantan Selatan,2208,141
2020-06-17,Kalimantan Utara,171,2
2020-06-17,Kepulauan Riau,263,16
2020-06-17,Nusa Tenggara Barat,978,41
2020-06-17,Sumatera Selatan,1541,61
2020-06-17,Sumatera Barat,691,30
2020-06-17,Sulawesi Utara,736,59
2020-06-17,Sumatera Utara,970,67
2020-06-17,Sulawesi Tenggara,292,5
2020-06-17,Sulawesi Selatan,3200,123
2020-06-17,Sulawesi Tengah,172,4
2020-06-17,Lampung,169,12
2020-06-17,Riau,128,6
2020-06-17,Maluku Utara,322,22
2020-06-17,Maluku,520,13
2020-06-17,Papua Barat,214,3
2020-06-17,Papua,1311,7
2020-06-17,Sulawesi Barat,99,2
2020-06-17,Nusa Tenggara Timur,108,1
2020-06-17,Gorontalo,214,8
2020-06-17,Lain,0,0
2020-06-18,Aceh,38,2
2020-06-18,Bali,895,6
2020-06-18,Banten,1327,79
2020-06-18,Kepulauan Bangka Belitung,147,2
2020-06-18,Bengkulu,105,6
2020-06-18,Daerah Istimewa Yogyakarta,276,8
2020-06-18,DKI Jakarta,9516,578
2020-06-18,Jambi,109,0
2020-06-18,Jawa Barat,2758,171
2020-06-18,Jawa Tengah,2391,130
2020-06-18,Jawa Timur,8917,664
2020-06-18,Kalimantan Barat,282,4
2020-06-18,Kalimantan Timur,405,4
2020-06-18,Kalimantan Tengah,738,44
2020-06-18,Kalimantan Selatan,2326,150
2020-06-18,Kalimantan Utara,171,2
2020-06-18,Kepulauan Riau,263,16
2020-06-18,Nusa Tenggara Barat,1008,43
2020-06-18,Sumatera Selatan,1596,64
2020-06-18,Sumatera Barat,696,30
2020-06-18,Sulawesi Utara,761,61
2020-06-18,Sumatera Utara,993,67
2020-06-18,Sulawesi Tenggara,326,5
2020-06-18,Sulawesi Selatan,3366,123
2020-06-18,Sulawesi Tengah,172,4
2020-06-18,Lampung,171,12
2020-06-18,Riau,134,8
2020-06-18,Maluku Utara,343,22
2020-06-18,Maluku,537,13
2020-06-18,Papua Barat,219,3
2020-06-18,Papua,1350,7
2020-06-18,Sulawesi Barat,104,2
2020-06-18,Nusa Tenggara Timur,108,1
2020-06-18,Gorontalo,214,8
2020-06-18,Lain,0,0
2020-06-19,Aceh,38,2
2020-06-19,Bali,976,6
2020-06-19,Banten,1331,79
2020-06-19,Kepulauan Bangka Belitung,147,2
2020-06-19,Bengkulu,107,8
2020-06-19,Daerah Istimewa Yogyakarta,277,8
2020-06-19,DKI Jakarta,9655,578
2020-06-19,Jambi,112,0
2020-06-19,Jawa Barat,2805,171
2020-06-19,Jawa Tengah,2471,143
2020-06-19,Jawa Timur,9057,678
2020-06-19,Kalimantan Barat,296,4
2020-06-19,Kalimantan Timur,417,4
2020-06-19,Kalimantan Tengah,738,44
2020-06-19,Kalimantan Selatan,2392,152
2020-06-19,Kalimantan Utara,173,2
2020-06-19,Kepulauan Riau,263,16
2020-06-19,Nusa Tenggara Barat,1022,43
